"Applicant_ID","Month","Monthly_Income","Annual_Income","Employment_Status","House_Status","Employment_History_Years","Online_Spending_Behavior_Score","Utility_Bill_Payment_Score","Number_of_Open_Accounts","Credit_History_Years","Food_Expense","Transportation_Expense","Home_Utility_Expense","Shopping_Expense","Environmental_Spending","Loan_Amount_Requested","Loan_Term","Purpose","Approval_Status"
324,4,1965.49428378542,23000,"full time","Rented",4,82,26,4,19,254.013008761512,120.15946061329,176.633659630496,486.627673773957,27.3602371429087,NA,NA,NA,NA
324,5,1944.24122382188,23000,"full time","Rented",4,82,26,4,19,208.647459493714,154.696102413061,168.678907666818,360.274302008817,90.7360763557787,NA,NA,NA,NA
324,6,2003.08504422816,23000,"full time","Rented",4,82,26,4,19,269.360644444527,248.213734449771,191.027677166875,422.825494442561,66.7157617616209,NA,NA,NA,NA
324,7,1973.44663771413,23000,"full time","Rented",4,82,26,4,19,302.610346516738,175.364828257675,148.154620810262,435.418068131347,73.9728114631986,NA,NA,NA,NA
324,8,1877.42769296747,23000,"full time","Rented",4,82,26,4,19,387.506754623042,169.974614472963,97.7180830573841,467.270661576894,38.3649329004457,NA,NA,NA,NA
324,9,1856.09716373729,23000,"full time","Rented",4,82,26,4,19,399.300202872489,266.663832429787,92.9044851660038,359.60636984369,52.9824704704452,NA,NA,NA,NA
324,10,1806.28111940265,23000,"full time","Rented",4,82,26,4,19,340.585058443187,239.025542807412,160.358623417649,329.844642482975,59.0496385593259,NA,NA,NA,NA
324,11,2035.0826538556,23000,"full time","Rented",4,82,26,4,19,253.026147816471,268.50134303843,110.390495509105,269.094439060329,57.6718910551927,NA,NA,NA,NA
324,12,1816.77807606369,23000,"full time","Rented",4,82,26,4,19,264.879828688961,224.212470428878,138.8076492429,271.107689264689,19.294246701149,17111.9967025355,14,"Home Improvement","Rejected"
325,1,7753.42674581334,86000,"part time","Own",5,84,79,10,19,2092.99124113311,598.356547995845,760.104382777598,1584.261424095,186.122336060881,NA,NA,NA,NA
325,2,7525.02000608171,86000,"part time","Own",5,84,79,10,19,794.903331364515,666.920601520989,644.312579891067,1524.68613367678,262.293875967007,NA,NA,NA,NA
325,3,7295.6143145139,86000,"part time","Own",5,84,79,10,19,1882.40623204875,794.48082254297,610.838162777602,773.227151741998,310.535065051252,NA,NA,NA,NA
325,4,6885.40206996258,86000,"part time","Own",5,84,79,10,19,1196.95982148485,397.153617467708,501.922014515588,1364.57545103242,323.992848541442,NA,NA,NA,NA
325,5,7859.48933974529,86000,"part time","Own",5,84,79,10,19,1417.27676321072,751.637472335981,606.413727339681,804.378811080979,321.662591556384,NA,NA,NA,NA
325,6,6710.76472239414,86000,"part time","Own",5,84,79,10,19,1618.19155786564,565.91137703064,640.165929809624,1473.62133971705,112.714605167037,NA,NA,NA,NA
325,7,6808.03947306704,86000,"part time","Own",5,84,79,10,19,1247.02505608448,576.811929697708,613.917265410819,931.686439721494,300.966922233634,NA,NA,NA,NA
325,8,7308.37460944895,86000,"part time","Own",5,84,79,10,19,1760.61082868058,747.33437439342,529.543267618652,1359.27113132455,171.396398861902,NA,NA,NA,NA
325,9,7881.83365778532,86000,"part time","Own",5,84,79,10,19,1827.82102664637,532.794751983465,438.229654159224,931.402576526424,352.98667946324,NA,NA,NA,NA
325,10,6615.51957783134,86000,"part time","Own",5,84,79,10,19,1458.62817638948,369.106215821435,505.600928386507,1016.79603116644,222.847056629553,NA,NA,NA,NA
325,11,7344.28012613207,86000,"part time","Own",5,84,79,10,19,2047.47352722041,666.016828051541,567.818462684768,1251.18936824747,239.410801206216,NA,NA,NA,NA
325,12,7243.33633489441,86000,"part time","Own",5,84,79,10,19,959.482440782511,997.160161100681,717.456121641479,1116.74174074047,115.47887038597,9407.53921763972,7,"Medical Expenses","Approved"
326,1,6423.85249405634,78000,"part time","Rented",12,80,21,2,14,1671.91369137807,404.660790760541,401.025446098903,846.539957927632,229.133492251051,NA,NA,NA,NA
326,2,5963.28356207814,78000,"part time","Rented",12,80,21,2,14,1755.60580275837,658.193735625013,309.533937828124,771.518655282743,118.957454799637,NA,NA,NA,NA
326,3,6573.33458357025,78000,"part time","Rented",12,80,21,2,14,1326.32787669119,380.510691639368,480.216412703795,1311.38171431213,79.373357219931,NA,NA,NA,NA
326,4,6558.28349119984,78000,"part time","Rented",12,80,21,2,14,1724.80976661645,980.71485172128,638.291377440648,1472.78691186533,226.204502781032,NA,NA,NA,NA
326,5,6923.60872647259,78000,"part time","Rented",12,80,21,2,14,1147.68388362439,579.243752327628,552.102831404398,767.054523940656,151.308730738572,NA,NA,NA,NA
326,6,6039.54626221676,78000,"part time","Rented",12,80,21,2,14,691.482047419326,415.781590482629,465.529217572072,1085.26157580349,198.379273723203,NA,NA,NA,NA
326,7,6020.32710050698,78000,"part time","Rented",12,80,21,2,14,1775.75329103852,573.303582182731,428.760326823644,633.160291842123,84.8719471424218,NA,NA,NA,NA
326,8,6240.19339643419,78000,"part time","Rented",12,80,21,2,14,1669.39974293632,502.933266056687,393.215480079691,1117.03323904664,169.004054494129,NA,NA,NA,NA
326,9,6364.21775501222,78000,"part time","Rented",12,80,21,2,14,1154.78763192114,672.788995839545,409.598668934316,1474.99490226183,117.392772854887,NA,NA,NA,NA
326,10,7135.25983004365,78000,"part time","Rented",12,80,21,2,14,1568.72878438454,762.549562814251,671.287788342043,1695.32618582971,300.833962698278,NA,NA,NA,NA
326,11,6005.35998090636,78000,"part time","Rented",12,80,21,2,14,1116.59921646258,827.584058545585,509.076468757119,1300.64222616822,80.55089279437,NA,NA,NA,NA
326,12,6149.14473330136,78000,"part time","Rented",12,80,21,2,14,1142.65431564418,350.920099980912,395.020243461287,1418.75791581444,186.139128449364,4250.83221743116,19,"Debt Consolidation","Rejected"
327,1,6395.48304900527,72000,"full time","Own",17,90,1,4,2,1613.70070518522,652.52500827147,454.241255814503,1527.68559201434,306.096280383837,NA,NA,NA,NA
327,2,5517.33420202509,72000,"full time","Own",17,90,1,4,2,1276.07918949953,428.303655592834,391.855338232899,646.781094650915,184.974437438381,NA,NA,NA,NA
327,3,6432.6018772088,72000,"full time","Own",17,90,1,4,2,760.467054681555,754.305454762611,403.884414163314,1599.32618865927,294.273065274966,NA,NA,NA,NA
327,4,5429.81426138431,72000,"full time","Own",17,90,1,4,2,767.715987598814,373.931443284864,535.186620942593,643.043777764862,146.898013502192,NA,NA,NA,NA
327,5,6453.23246000335,72000,"full time","Own",17,90,1,4,2,1809.13528690766,761.744517983118,517.80889879396,1609.23866818765,176.336504084452,NA,NA,NA,NA
327,6,5646.60101104528,72000,"full time","Own",17,90,1,4,2,856.001259161461,654.949094475814,559.962213257196,819.512219755999,271.677228592367,NA,NA,NA,NA
327,7,5797.27809336036,72000,"full time","Own",17,90,1,4,2,1738.89886978684,424.681912067735,342.137156348814,749.19790109614,235.128692396346,NA,NA,NA,NA
327,8,5613.3717790246,72000,"full time","Own",17,90,1,4,2,992.012764480347,710.114951585446,391.607895269402,707.24416605408,144.791901327591,NA,NA,NA,NA
327,9,5811.09529864043,72000,"full time","Own",17,90,1,4,2,1636.48646266091,599.873409378483,311.390410066858,1352.3268956317,152.014998309721,NA,NA,NA,NA
327,10,5992.77873560786,72000,"full time","Own",17,90,1,4,2,1124.14845885609,340.778545031611,314.63712565247,1043.59864540055,282.583435818391,NA,NA,NA,NA
327,11,6598.09949034825,72000,"full time","Own",17,90,1,4,2,1406.85624048154,638.340191524644,398.788864093162,769.226821156222,122.908675965004,NA,NA,NA,NA
327,12,6431.4364685677,72000,"full time","Own",17,90,1,4,2,1072.41202461082,960.777190082199,426.065700607607,1143.27725072892,282.604912843314,14695.6989325583,13,"Medical Expenses","Approved"
328,1,4843.52839575149,57000,"part time","Own",4,10,56,3,12,902.89686774854,531.746277423172,307.031946327231,850.700962246932,211.160719659545,NA,NA,NA,NA
328,2,5013.09488852276,57000,"part time","Own",4,10,56,3,12,739.963515462643,334.658391604604,500.130524496864,1240.73228468991,110.898288307327,NA,NA,NA,NA
328,3,4771.5174415498,57000,"part time","Own",4,10,56,3,12,813.385346006974,587.004045033865,469.13514209136,741.049482497943,219.021849271376,NA,NA,NA,NA
328,4,4379.946210864,57000,"part time","Own",4,10,56,3,12,798.365306579403,446.278281142928,285.155339157624,456.589109854738,77.7506646881017,NA,NA,NA,NA
328,5,4393.32899107831,57000,"part time","Own",4,10,56,3,12,781.872655612833,409.985608476524,363.243323843084,1045.00432863633,153.075889486202,NA,NA,NA,NA
328,6,4307.47244056547,57000,"part time","Own",4,10,56,3,12,1215.61434885487,613.74138460013,219.742050736697,862.217737749485,70.8547584850365,NA,NA,NA,NA
328,7,4831.04577846825,57000,"part time","Own",4,10,56,3,12,1354.73629224295,498.588594188263,426.005558704796,770.513475082591,205.732929336752,NA,NA,NA,NA
328,8,5046.72924920451,57000,"part time","Own",4,10,56,3,12,1379.35605330797,430.753508379911,351.277350696888,1107.527629193,132.526434354279,NA,NA,NA,NA
328,9,4309.78685261216,57000,"part time","Own",4,10,56,3,12,496.474651729561,405.390089570035,393.171799825683,727.343860394663,86.8370065903001,NA,NA,NA,NA
328,10,4292.96968498966,57000,"part time","Own",4,10,56,3,12,673.660562669501,384.4029986275,377.339354892662,927.02148454019,62.1321636496126,NA,NA,NA,NA
328,11,4574.57225368125,57000,"part time","Own",4,10,56,3,12,689.069057287757,228.815309742886,256.571141732036,473.48221463948,212.972536146453,NA,NA,NA,NA
328,12,4766.52633136837,57000,"part time","Own",4,10,56,3,12,805.820724602308,460.843478862653,397.894109756483,1010.23143083233,88.8794539773337,13539.6817136905,6,"Home Improvement","Rejected"
329,1,6819.54504011665,78000,"full time","Rented",14,49,11,3,9,1829.76543389829,795.40154258288,370.065694365506,1553.9393899138,68.5323931751605,NA,NA,NA,NA
329,2,7056.50001398753,78000,"full time","Rented",14,49,11,3,9,846.339028812192,432.606891881611,476.605394564496,1192.62401492505,91.5128350692617,NA,NA,NA,NA
329,3,6816.56057576183,78000,"full time","Rented",14,49,11,3,9,997.702112507656,597.266447125636,473.510050976072,975.953512953124,123.30868393038,NA,NA,NA,NA
329,4,6386.38096908107,78000,"full time","Rented",14,49,11,3,9,1063.09936134128,575.679638272351,320.463711947704,914.084919524436,105.641072529978,NA,NA,NA,NA
329,5,5920.21663074847,78000,"full time","Rented",14,49,11,3,9,877.84101453487,630.110181760583,303.19564336746,1346.03400316622,140.521833679082,NA,NA,NA,NA
329,6,6035.11975272559,78000,"full time","Rented",14,49,11,3,9,923.770863396809,514.957412876789,449.379281577265,705.996733335075,169.2198739492,NA,NA,NA,NA
329,7,6337.88862940855,78000,"full time","Rented",14,49,11,3,9,834.60626873052,393.34025868781,518.724990854588,928.790870870674,274.615207736097,NA,NA,NA,NA
329,8,6378.84671827778,78000,"full time","Rented",14,49,11,3,9,1523.57205042129,817.212514610634,334.733246574205,1100.05558385414,136.22176992046,NA,NA,NA,NA
329,9,6465.44155506417,78000,"full time","Rented",14,49,11,3,9,1907.81673202343,721.399494463222,496.194602878643,1396.11915072529,312.556452296286,NA,NA,NA,NA
329,10,7070.8315852331,78000,"full time","Rented",14,49,11,3,9,1128.30265297398,390.544042928869,567.639852352371,1334.91994097273,212.25374454995,NA,NA,NA,NA
329,11,5853.77466818318,78000,"full time","Rented",14,49,11,3,9,1054.17745448332,718.76739628055,402.813204560809,916.97135476824,94.3168475469357,NA,NA,NA,NA
329,12,6817.49983851332,78000,"full time","Rented",14,49,11,3,9,858.915297662617,425.32151034406,408.662894944708,1078.66771730882,217.830596332194,12943.2077839505,17,"Debt Consolidation","Approved"
330,1,7247.71772831058,88000,"full time","Own",16,24,82,10,14,1057.24132347331,992.741913883065,418.426426732335,856.736853523688,245.632874384099,NA,NA,NA,NA
330,2,7092.98757137731,88000,"full time","Own",16,24,82,10,14,1451.50643722603,862.121797486472,455.628999982617,1087.27232718873,238.301000586196,NA,NA,NA,NA
330,3,7140.6078800559,88000,"full time","Own",16,24,82,10,14,2135.54995963951,1000.41117349312,546.701284793753,981.9303472952,195.170716124949,NA,NA,NA,NA
330,4,6655.50085064024,88000,"full time","Own",16,24,82,10,14,795.615909027159,463.583134976093,427.037416302612,891.791087609845,274.541622366345,NA,NA,NA,NA
330,5,6678.4896317559,88000,"full time","Own",16,24,82,10,14,1938.41356837524,869.515396813443,575.402987848438,1152.67570727712,156.92298341462,NA,NA,NA,NA
330,6,6941.27856179451,88000,"full time","Own",16,24,82,10,14,1592.72079461818,489.803920359233,355.933389254075,1215.76360961816,83.6163255634024,NA,NA,NA,NA
330,7,7434.12989331409,88000,"full time","Own",16,24,82,10,14,2165.18921403228,860.588493932523,564.599178734689,1103.35678455403,163.131200106277,NA,NA,NA,NA
330,8,6926.16685725128,88000,"full time","Own",16,24,82,10,14,1054.32576248863,1001.98695892801,480.735924844425,1512.71723412497,166.016971993567,NA,NA,NA,NA
330,9,7287.28527085235,88000,"full time","Own",16,24,82,10,14,970.093448467437,840.9824352012,528.625631178875,1102.19187059905,158.589231512761,NA,NA,NA,NA
330,10,7496.95132949079,88000,"full time","Own",16,24,82,10,14,1124.431605803,469.959889839284,433.015120068566,1341.34233932743,229.288857260489,NA,NA,NA,NA
330,11,6878.53185891484,88000,"full time","Own",16,24,82,10,14,891.352243044891,892.704905343984,489.486258613547,1229.22105615567,305.33044225983,NA,NA,NA,NA
330,12,7716.05722239862,88000,"full time","Own",16,24,82,10,14,2270.55856926631,787.153831390743,539.328012265435,1055.56091941919,321.464976775894,18798.8404907286,19,"Major Purchase","Approved"
331,1,4853.79029690133,61000,"part time","Own",19,71,78,13,14,881.494800570153,419.328250438765,357.878168978817,1172.95220785181,140.171075992645,NA,NA,NA,NA
331,2,4601.10528535831,61000,"part time","Own",19,71,78,13,14,627.026883758643,474.077853256671,234.706038733408,980.177884211783,132.458120761473,NA,NA,NA,NA
331,3,5467.75853604389,61000,"part time","Own",19,71,78,13,14,695.06095731892,732.448253701652,506.018479987088,647.251848326587,182.894896298119,NA,NA,NA,NA
331,4,4921.96271807964,61000,"part time","Own",19,71,78,13,14,1292.80499730361,493.073756147506,478.911847998788,1056.03288762409,215.964537951818,NA,NA,NA,NA
331,5,5542.12433958892,61000,"part time","Own",19,71,78,13,14,1296.94075615941,482.608042923208,296.117001163138,1093.677954078,69.9207162745494,NA,NA,NA,NA
331,6,4609.4149504245,61000,"part time","Own",19,71,78,13,14,1007.00087875528,317.298029331597,388.629565901903,854.128148552813,53.9650265705875,NA,NA,NA,NA
331,7,4972.52459442243,61000,"part time","Own",19,71,78,13,14,911.825770711268,371.8335757809,324.595541160457,543.183697933823,125.556076115405,NA,NA,NA,NA
331,8,5337.1957918435,61000,"part time","Own",19,71,78,13,14,1246.28564512629,776.089607285684,345.76892020285,1303.16638844128,173.992000838358,NA,NA,NA,NA
331,9,5435.85673232252,61000,"part time","Own",19,71,78,13,14,677.673402563095,611.011055173486,327.70873697468,1020.45312867351,206.104487225389,NA,NA,NA,NA
331,10,5240.99503015944,61000,"part time","Own",19,71,78,13,14,758.387766530368,616.260125926521,446.236202913613,599.64461093649,110.245170353422,NA,NA,NA,NA
331,11,4672.88373396344,61000,"part time","Own",19,71,78,13,14,653.331481793457,398.023376984037,462.792551031658,620.122981874177,124.284159330332,NA,NA,NA,NA
331,12,5382.53141776659,61000,"part time","Own",19,71,78,13,14,688.810257750106,603.647714267432,395.446938084152,1209.20541649371,232.886531205361,11452.6305343956,14,"Major Purchase","Rejected"
332,1,6401.70124325669,81000,"full time","Own",5,22,0,8,7,1731.23394933844,841.907619751243,519.141295797741,1381.71993180579,193.967382778883,NA,NA,NA,NA
332,2,6354.28071051138,81000,"full time","Own",5,22,0,8,7,1071.80067327658,593.964067246417,626.179460303973,847.409733086625,265.376952348934,NA,NA,NA,NA
332,3,7174.3366166018,81000,"full time","Own",5,22,0,8,7,1950.51363185733,378.6047533375,700.808258827246,1039.42213151815,246.406997591387,NA,NA,NA,NA
332,4,6139.65853237314,81000,"full time","Own",5,22,0,8,7,1780.6915367739,892.068155134106,561.06703745341,1445.60840251417,123.729678606406,NA,NA,NA,NA
332,5,6499.31108710589,81000,"full time","Own",5,22,0,8,7,1266.35610606274,509.602716758322,409.990128125233,1024.35934610048,303.434232639228,NA,NA,NA,NA
332,6,6742.45189387584,81000,"full time","Own",5,22,0,8,7,709.716512723472,474.279231587503,575.746749339604,1361.6763312065,122.081833688014,NA,NA,NA,NA
332,7,6727.16836683685,81000,"full time","Own",5,22,0,8,7,1769.01416540336,857.428283542783,633.337291833898,1411.87325861429,269.792992738496,NA,NA,NA,NA
332,8,6422.43113704026,81000,"full time","Own",5,22,0,8,7,1112.32666565657,774.551827257181,414.003294151115,1135.22235600714,233.63945884657,NA,NA,NA,NA
332,9,6563.46490925644,81000,"full time","Own",5,22,0,8,7,1145.66917658056,521.067844564036,520.997386263246,1292.72723588873,245.017813234998,NA,NA,NA,NA
332,10,7034.5791437896,81000,"full time","Own",5,22,0,8,7,765.943213517731,473.321120942723,465.818406885695,991.073776846899,340.012618621426,NA,NA,NA,NA
332,11,6529.20663098339,81000,"full time","Own",5,22,0,8,7,777.341778934339,728.493326649377,331.745815641238,1455.26955054736,190.366805491301,NA,NA,NA,NA
332,12,6178.77360605635,81000,"full time","Own",5,22,0,8,7,1811.34053546138,434.86351220929,487.244801803406,1312.32281169893,222.176302211449,6040.34779686481,13,"Home Improvement","Approved"
333,1,3265.86703548674,39000,"full time","Rented",4,82,79,13,4,672.70826218553,191.480309433739,260.51705047285,669.886247117617,97.2857963899761,NA,NA,NA,NA
333,2,3339.53332422534,39000,"full time","Rented",4,82,79,13,4,570.658663414917,447.489740557724,325.41611894919,516.106758252472,76.8119937702366,NA,NA,NA,NA
333,3,3521.7994609382,39000,"full time","Rented",4,82,79,13,4,1034.27974539169,299.930356687788,297.68974276653,528.872192351353,41.0175399499757,NA,NA,NA,NA
333,4,3280.81013789633,39000,"full time","Rented",4,82,79,13,4,490.153749569857,331.588025557467,176.862710211826,727.845909533047,78.6230331195955,NA,NA,NA,NA
333,5,3298.60782186734,39000,"full time","Rented",4,82,79,13,4,640.057183367525,377.991192695132,208.306979928859,494.836649332063,125.092875155478,NA,NA,NA,NA
333,6,3458.38978129905,39000,"full time","Rented",4,82,79,13,4,1024.57195339134,304.709885907109,214.687884040845,814.618032105488,53.5420350113393,NA,NA,NA,NA
333,7,3281.35015035514,39000,"full time","Rented",4,82,79,13,4,591.811339113471,467.176120121514,289.104357314597,773.646242021866,45.9411766946244,NA,NA,NA,NA
333,8,3063.11672906158,39000,"full time","Rented",4,82,79,13,4,513.282515671115,440.024972011683,223.987760950433,510.738143062257,71.8517410570205,NA,NA,NA,NA
333,9,3565.88811877882,39000,"full time","Rented",4,82,79,13,4,703.701599369658,272.083386886734,330.60160589616,716.420704471313,143.269009374916,NA,NA,NA,NA
333,10,3037.18286503572,39000,"full time","Rented",4,82,79,13,4,547.306243441331,254.211472648694,176.200406170131,708.476752442466,39.944346672345,NA,NA,NA,NA
333,11,3261.14263167838,39000,"full time","Rented",4,82,79,13,4,467.939781061948,454.889773750701,215.32512811461,719.823703949958,93.587458388912,NA,NA,NA,NA
333,12,3493.19082291331,39000,"full time","Rented",4,82,79,13,4,744.703862645475,485.58210203963,328.757870389223,453.638182487441,130.465328452528,15669.994143839,12,"Major Purchase","Rejected"
334,1,4631.72527305627,53000,"full time","Own",1,54,67,14,5,846.163496141558,277.623147926811,363.57625245902,997.221520788207,66.1971300678051,NA,NA,NA,NA
334,2,4641.42170059107,53000,"full time","Own",1,54,67,14,5,865.751393814873,352.454161807222,411.928237923116,629.976644197543,140.979695577984,NA,NA,NA,NA
334,3,4667.60178466793,53000,"full time","Own",1,54,67,14,5,1131.91771875437,554.22196077795,323.747571360651,677.812057370411,158.143497505927,NA,NA,NA,NA
334,4,4658.03247850854,53000,"full time","Own",1,54,67,14,5,1182.96984799758,614.616124286101,403.087440237673,542.116017457205,162.940611974614,NA,NA,NA,NA
334,5,4024.56827368975,53000,"full time","Own",1,54,67,14,5,1132.3153084554,505.405825672137,257.432498170535,455.37506990678,172.227605455737,NA,NA,NA,NA
334,6,4092.97984132621,53000,"full time","Own",1,54,67,14,5,1146.04275098017,486.61330350945,295.598902490918,722.107367280564,123.386885038852,NA,NA,NA,NA
334,7,4629.80866699169,53000,"full time","Own",1,54,67,14,5,537.32333016886,551.982804543595,276.24829457849,904.865179782673,99.5119618523336,NA,NA,NA,NA
334,8,4448.08218737211,53000,"full time","Own",1,54,67,14,5,642.226401037055,229.134351512439,334.450192314169,488.817170778643,194.443672803588,NA,NA,NA,NA
334,9,4564.38062822369,53000,"full time","Own",1,54,67,14,5,977.605114042764,386.749662078736,342.933451340022,901.931705616735,200.47778309598,NA,NA,NA,NA
334,10,4824.16106090726,53000,"full time","Own",1,54,67,14,5,1337.76786794296,252.461921217787,295.026309426732,831.926681270913,173.542229267246,NA,NA,NA,NA
334,11,4726.7552255614,53000,"full time","Own",1,54,67,14,5,561.332392018617,578.209372547034,253.445957943881,1020.90848758479,107.513354017839,NA,NA,NA,NA
334,12,4255.97345232187,53000,"full time","Own",1,54,67,14,5,578.78828590058,316.137090005518,218.372365040805,1008.93346155338,179.608105348808,10821.8665743712,10,"Home Improvement","Rejected"
335,1,6313.77110347773,76000,"full time","Rented",11,82,65,15,17,1037.72992828494,807.57526631939,605.982095212879,790.684389143533,161.614084290228,NA,NA,NA,NA
335,2,5941.71118410304,76000,"full time","Rented",11,82,65,15,17,1298.34770890909,463.436354999502,324.137684650422,1187.86251407085,84.4920260180582,NA,NA,NA,NA
335,3,6504.87056040826,76000,"full time","Rented",11,82,65,15,17,1246.49034080591,866.520732403343,639.161415395823,1531.6651959243,171.82971421283,NA,NA,NA,NA
335,4,6542.7215382612,76000,"full time","Rented",11,82,65,15,17,887.450542227734,673.837556144219,632.922353738551,1230.59241207758,267.853742634116,NA,NA,NA,NA
335,5,6443.63751937635,76000,"full time","Rented",11,82,65,15,17,730.069720319406,579.574226202322,582.993960735571,1218.74411380634,145.411841128539,NA,NA,NA,NA
335,6,6559.28754926038,76000,"full time","Rented",11,82,65,15,17,1623.787867356,358.006408159461,635.929349412482,1363.75214453593,139.177581630568,NA,NA,NA,NA
335,7,5716.52660453692,76000,"full time","Rented",11,82,65,15,17,1535.71930537098,531.964223933643,562.496854921317,725.430988520757,179.94817807651,NA,NA,NA,NA
335,8,6943.97792046269,76000,"full time","Rented",11,82,65,15,17,838.394891100817,770.48376381869,511.016581378059,788.047422247987,303.250956527691,NA,NA,NA,NA
335,9,6741.20730770131,76000,"full time","Rented",11,82,65,15,17,1444.82280416714,666.38160104928,380.91922175229,799.707645347895,105.527899041225,NA,NA,NA,NA
335,10,6300.58357507611,76000,"full time","Rented",11,82,65,15,17,771.59786883642,815.135596220845,612.952842517944,707.842089684444,277.584408441793,NA,NA,NA,NA
335,11,6823.38953193588,76000,"full time","Rented",11,82,65,15,17,1405.6319813732,571.299740889533,511.145636994341,1660.37823954516,135.143674667073,NA,NA,NA,NA
335,12,6792.41914659118,76000,"full time","Rented",11,82,65,15,17,2000.90164179889,873.599244212619,656.139354046685,1612.05120285981,156.720028176491,19682.7041709097,16,"Home Improvement","Rejected"
336,1,3226.04907966452,39000,"full time","Own",7,20,62,5,19,592.065499536704,176.738284903914,295.741994980073,395.305504440791,70.869877459941,NA,NA,NA,NA
336,2,3349.03793510748,39000,"full time","Own",7,20,62,5,19,588.643530256529,395.408074296388,185.423492384421,766.976329079015,81.1478174799638,NA,NA,NA,NA
336,3,3559.0192529955,39000,"full time","Own",7,20,62,5,19,943.260937227728,497.736255419563,205.978922855923,593.060812342447,151.824116100867,NA,NA,NA,NA
336,4,3238.7293750071,39000,"full time","Own",7,20,62,5,19,665.698408371758,475.401011847582,244.235750763116,694.399203302578,126.155356478882,NA,NA,NA,NA
336,5,3177.1268792334,39000,"full time","Own",7,20,62,5,19,855.085170343071,213.962719155659,241.26380588094,460.165362252117,99.6791607005001,NA,NA,NA,NA
336,6,2995.63893782906,39000,"full time","Own",7,20,62,5,19,416.815700752595,233.957136535085,162.04836245911,696.200148259779,79.1309449787532,NA,NA,NA,NA
336,7,3440.17150523141,39000,"full time","Own",7,20,62,5,19,704.894131830467,434.561650963535,309.982079454743,429.53446563414,74.1471013835262,NA,NA,NA,NA
336,8,3046.9822771498,39000,"full time","Own",7,20,62,5,19,696.051444444603,450.35098104981,158.596416928551,578.268099617481,65.8775120635495,NA,NA,NA,NA
336,9,3107.41851830389,39000,"full time","Own",7,20,62,5,19,352.18800198487,194.778337662929,300.652477860587,742.480217520521,71.9171725190998,NA,NA,NA,NA
336,10,3080.79901755555,39000,"full time","Own",7,20,62,5,19,563.812934517145,394.183619860268,265.366914812595,473.79558776176,84.6720687371771,NA,NA,NA,NA
336,11,3536.47408875404,39000,"full time","Own",7,20,62,5,19,1058.69165122919,214.685094036598,199.031675594371,726.302987736108,150.775877242083,NA,NA,NA,NA
336,12,3072.11229980458,39000,"full time","Own",7,20,62,5,19,310.226464140619,458.628896396001,241.77022705505,351.565077347975,44.4940501773389,31773.1721117161,21,"Major Purchase","Rejected"
337,1,2300.31271982007,28000,"full time","Rented",16,44,80,15,13,374.199899576237,285.650069124844,139.382278521571,555.246118646666,62.4694051114906,NA,NA,NA,NA
337,2,2560.47911946662,28000,"full time","Rented",16,44,80,15,13,585.5070179129,346.100242056983,215.888648498052,296.148967601095,64.1727617758096,NA,NA,NA,NA
337,3,2546.27382845307,28000,"full time","Rented",16,44,80,15,13,333.792610052268,257.799341864597,197.677323298609,601.82214588728,90.891341390614,NA,NA,NA,NA
337,4,2466.03201666537,28000,"full time","Rented",16,44,80,15,13,383.460148821053,180.249685562688,146.662840316465,589.732094483905,105.327512078137,NA,NA,NA,NA
337,5,2361.37962389427,28000,"full time","Rented",16,44,80,15,13,318.351103872458,304.882787525323,212.605118824439,581.302791289725,104.279476056327,NA,NA,NA,NA
337,6,2306.85883175271,28000,"full time","Rented",16,44,80,15,13,535.581821632229,324.464867469676,148.68960002524,308.746419945684,82.3063524100054,NA,NA,NA,NA
337,7,2500.88419420645,28000,"full time","Rented",16,44,80,15,13,304.605501481968,229.758361794066,227.182254183878,293.870017018763,65.5799651475964,NA,NA,NA,NA
337,8,2416.1471984194,28000,"full time","Rented",16,44,80,15,13,384.063085564535,255.399141292833,224.874435685847,549.512651631195,88.31156151394,NA,NA,NA,NA
337,9,2239.21021592493,28000,"full time","Rented",16,44,80,15,13,470.489568779729,306.479700360532,140.232846665416,553.480797254066,94.4468374163058,NA,NA,NA,NA
337,10,2289.04230576009,28000,"full time","Rented",16,44,80,15,13,278.006778483148,192.710854287936,126.151029180518,398.390550759249,40.5740524348896,NA,NA,NA,NA
337,11,2241.7885193446,28000,"full time","Rented",16,44,80,15,13,281.460147386598,284.149180611952,166.646287995928,334.090075807849,58.4358604479646,NA,NA,NA,NA
337,12,2372.37701642637,28000,"full time","Rented",16,44,80,15,13,255.311268546142,138.339768104662,152.05153908845,399.243658784199,62.2624332718741,3326.53737068176,16,"Debt Consolidation","Approved"
338,1,3656.08837499749,46000,"full time","Own",9,60,9,8,18,473.112410389399,212.295124918003,326.900224130182,623.542429534789,51.7007734166788,NA,NA,NA,NA
338,2,3545.40942948467,46000,"full time","Own",9,60,9,8,18,962.086169628149,439.299110803856,242.557270999867,558.199074187403,66.812765772678,NA,NA,NA,NA
338,3,3867.63414408391,46000,"full time","Own",9,60,9,8,18,429.539577449966,532.565339567795,224.905051241484,533.805685234584,99.8132378545327,NA,NA,NA,NA
338,4,3817.24219660585,46000,"full time","Own",9,60,9,8,18,758.134751151516,198.550038072469,329.402265431087,392.708081675486,98.5315789368456,NA,NA,NA,NA
